Modality,StudyDescription,BodyPartExamined,SeriesDescription,series_count
CT,CT HR Chest Insp/Exp,,SCOUT,1104
CT,CT Head with contrast,,0.625mm Bone,1104
CT,Abdomen^AbdoPelvisPVphaseBT (Adult),ABDOMEN,Topogram,1103
CT,CT Abdomen & pelvis wi,,AXIAL 5MM,1103
CT,Thorax^ChestAbdo_SAFIRE_LCAD (Adult),,Patient Protocol,1101
CT,Thorax^PulmAngio,,Patient Protocol,1101
CT,CHEST/ABDOMEN,CHEST_ABDOMEN,Body 1.0 Arterial /Phase CE,1101
CT,CT Chest/Abdo With Contrast,,KEY_IMAGES,1101
CT,Abdomen^QM_AbdomenPelvis_Contrast_SAFIRE (Adult),ABDOMEN,Topogram  0.6  T20f,1100
CT,CT Colonography Minimal Preparation,ABDOMEN,AbdoPelvis  1.5  I26f  3,1099
CT,CT Thorax & abdo & pel,,Scout,1099
CT,CT Chest With Contrast,,Thorax - Neck,1099
CT,CT Guided Biopsy,,Scouts,1099
CT,Thorax^HRCTspiral (Adult),CHEST,Topogram  0.6  T20s,1096
CT,CT Thorax,,Soft_Tissue 1.0 Body Volume Non_Con,1095
CT,CT Thorax with contrast,CHEST,2   Port_Ven/Phase CE,1094
CT,Chest/Abdo/Pelvis,CHEST_ABDO_PELVI,5.0 Lung Axial Arterial /Phase CE,1094
CT,CT Thorax & abdomen wi,,COR 3mm,1093
CT,CT Abdomen and pelvis,ABDO_PELVIS,Thin Abdo  1.0 Body Volume FC7 Venous/Phase CE,1093
CT,Colonography,COLONOGRAPHY,5.0 Body 65s/Colon Std. Axial CE,1093
CT,CTPA,CTPA,2.0   Sharp,1092
CT,CT Thorax & abdomen with contrast,,Soft_Tissue 1.0 Body Volume Arterial/Phase CE,1092
CT,CT Thorax abdomen and pelvis,,Scout,1092
CT,CT Head,HEAD,Head 5.0 Coronal,1092
CT,CHEST,CHEST,5,1090
CT,CT Chest/Abdo/Pelvis/ With Contrast,C_A_P,1.0 Body 55 sec/delay CE Std. Volume,1089
CT,CT Chest,,Scouts,1089
CT,CT Abdomen / Pelvis,ABDOMEN,",Std. Volume,Vol.,Body,Portal Ven",1089
CT,Thorax^HI_RES_SPIRAL (Adult),CHEST,MEDIASTINUM  1.0  B20f,1089
CT,Neck^Dyn_NeckChest (Adult),CHEST,Thorax  1.5  B60f,1089
CT,CT Thorax,,Lung 1.0 Lung Volume Non_Con,1089
CT,CT Head,CT HEAD,5,1089
CT,CT Angio aortic arch and carotid Both,NECK,1 CE,1085
CT,CT,CHEST,Thorax  1.5,1085
CT,CT Abdomen/Pelvis With,,Scouts,1084
CT,CH/AB/PEL,CH_AB_PEL,5 CHEST/ARTERIAL CE,1084
CT,Upper Extremity,UPPER EXTREMITY,1.0 Sft Tissue Volume,1084
CT,CT Abdomen and pelvis with contrast,,Body 1.0 CE,1083
CT,Thorax^-01 Chest + Liver 2.5mm,CHEST,Topogram,1082
CT,HRCT,HRCT,7.0 Body Axial,1081
CT,CT Chest/Abdo/Pelvis,CHEST,Chest Ven  1.0 3D,1081
CT,CT Head With/Without Contrast,HEAD,Head  1.0  J30s  2,1081
CT,ABDO/PELVIS,ABDO_PELVIS,Body 0.5 Venous/Phase CE,1080
CT,HRCT,,Prone Lung,1080
CT,CT Knee Rt,,Dose Report,1078
CT,Thorax^Ayr_Staging_Chest_for_SC (Adult),ABDOMEN,Chest/Liver p.v.  5.0  COR,1077
CT,CTPA,CTPA,CTA 0.5 CTA CE,1075
CT,CT Spine Lumbar,,Patient Protocol,1075
CT,CTPA,CTPA,3.0 CTA CTA/Pulmonary/Coronal Body CE,1073
CT,Abdomen^Abdomen (Adult),ABDOMEN,Abdomen  1.0  B20f,1073
CT,Head^Ayr_Head_C_Spine_Trauma (Adult),HEAD,Topogram,1073
CT,CT Shoulder Rt,UPPER_EXT,1.0 Bone Volume,1073
CT,LOWER EXTREMITY,LOWER EXTREMITY,2,1072
CT,CT Head with contrast,HEAD,Head 0.5,1072
CT,KUB,,KUB 1.25mm,1071
CT,CHEST/ABDOMEN,CHEST_ABDOMEN,Body 1.0 Venous/Phase CE,1071
CT,C/A/P,,Chest Abdo Pelvis 1.25mm,1069
CT,CTPA,,Thin CTPA,1069
CT,CT KUB,ABDOMEN,"2MM ST, iDose (5)",1068
CT,CT Thorax,CHEST,1.0 Body  Std. Volume  Vol,1068
CT,CT Neck thorax abdomen,,Dose Report,1067
CT,CT Chest,CHEST,Topogram  0.6  T20s,1067
CT,LOWER EXTREMITY,LOWER EXTREMITY,Bone 0.5,1067
CT,Head^BrainwithBony (Adult),HEAD,Head  1.0 Bony,1065
CT,CT Angiogram lower limb Both,,Scout,1064
CT,CT Chest/Abdo With Contrast,CHEST_ABDO,1.0 Body 55 sec/delay CE Std. Volume,1064
CT,,ABDOMEN,Body 1.0,1063
CT,CT Colonography Minimal Preparation,,Scouts,1061
CT,CT KUB,ABDOMEN,KEY_IMAGES,1061
CT,CT Abdomen/Pelvis With Contrast,,1.25mm stnd reconA/P,1059
CT,CHEST,CHEST,",2.0,Sharp,,Scano,",1059
CT,CT Ankle Lt,,Dose Report,1059
CT,CT Chest/Abdo/Pelvis,CHEST_ABDO_PELVI,4 PORTAL VEN CE,1058
CT,Chest,CHEST,4.0 Body Sagittal Std. Volume,1057
CT,CT Neck With Contrast,NECK,Neck  3.0  B31f,1056
CT,CT Angiogram aorta,,Patient Protocol,1056
CT,Abdomen^AbdoPelvisPVphaseBT (Adult),CHEST,PV Abdo/pelBT  1.0 Thins,1055
CT,CT Chest/Abdo With Contrast,CHEST_ABDO,5 CE,1055
CT,PET LC,,CTAC 3.75 Thick,1055
CT,CT Angiogram pulmonary,,Lung 1.0 Lung HRCT Sharp CTA CE,1055
CT,CT Chest and abdomen,,Scout,1054
CT,CT Liver triple phase,,Smart Prep Series,1053
CT,CTPA,CTPA,1 CTA CE,1053
CT,CHEST/ABDO/PELVIS,CHEST_ABDO_PELVI,Body 5.0 ARTERIAL/Sagittal CE,1053
CT,CT Chest/Abdo/Pelvis,CHEST_ABDO_PELVI,1.0 Body CTA Std. Volume CE,1052
CT,CT Angio aortic arch and carotid Both,,0.625mm Std,1052
CT,Chest/Abdo/Pelvis,CHEST_ABDO_PELVI,Body 1.0 Ab/Pel/PortVen CE,1051
CT,CT Chest/Abdo/Pelvis/ With Contrast,,1.25mm pv stnd ap recon,1050
CT,Abdomen^UROGRAM_SAFIRE (Adult),ABDOMEN,UROGRAM  1.5  I26f  3,1050
CT,Thorax^THORAX_LIV (Adult),CHEST,Topogram  0.6  T20f,1050
CT,CT Neck/Chest/Abdo/Pelvis,NECK,iDose (2),1049
CT,CT Abdomen/Pelvis With,,Dose Report,1048
CT,CT Head,HEAD,",Sharp,,,",1048
CT,CT Thorax & abdomen with contrast,,Lung 1.0 Lung Volume Arterial/Phase CE,1046
CT,CT Urogram,ABDOMEN,Abdomen  1.0  B20f,1044
CT,Abdomen^7_Colon (Adult),ABDOMEN,Abdomen  2.0  I70f  3,1042
CT,Thorax^TRIALChestAbdoPelvis (Adult),CHEST,ThoraxRoutine  5MM B41f,1040
CT,CT HR Chest Insp/Exp,,Dose Report,1039
CT,Chest,CHEST,1.0 Body Volume Arterial/Phase CE,1039
CT,Abdomen^Urogram_FrusemideBGH (Adult),,Patient Protocol,1039
CT,CT Chest/Abdo/Pelvis/,,C.A.P,1038
CT,KUB,KUB,2.0   Sharp,1037
CT,CT Urinary tract,ABDOMEN,1.0 Body Non/Contrast Std. Volume,1036
CT,NM Bone Whole Body,,CTSCOUTTomo CT Bone LD,1036
CT,CT CHEST/ABDO/PELV + C,CT CHEST_ABDO_PE,5.0 Body ABDOMEN/PORTAL VEN CE Std. Axial,1035
CT,CT Angiogram pulmonary,,/Body/Std. Volume/1.0/CHEST/CE,1035
CT,Thorax^Thorax_No_IV_BGH (Adult),,Patient Protocol,1034
CT,CT Chest With Contrast,CHEST,5 CE,1033
CT,CT Cardiac Angiogram Coronary,,3D Saved State - Processed Images,1032
CT,CT Angio aortic arch & carotid Both,,Patient Protocol,1032
CT,KUB,KUB,2,1031
CT,HRCT,HRCT,2.0   Sharp,1031
CT,CT Spine Cervical,,Exam Summary,1031
CT,ABDO,,Dose Report,1030
CT,CT Thorax abdomen and,,LUNG 5mm,1029
CT,CT Abdomen and pelvis,,1.25mm DMPR ON,1029
CT,CT Chest With Contrast,,Axial 1 5,1029
CT,CT Chest With Contrast,CHEST,Thorax  1.5  I31f  3,1028
CT,CT Abdomen/Pelvis With Contrast,ABDO_PELVIS,Body 1.0 CE,1028
CT,CT Abdomen and Pelvis,ABDOMEN,Topogram  0.6  T20f,1028
CT,Abdomen,ABDOMEN,5   Venous/Phase CE,1028
CT,CT Renal,ABDOMEN,Topogram  0.6  T20f,1027
CT,CH/AB/PEL,CH_AB_PEL,2,1027
CT,,CHEST_ABDO_PELV,2,1027
CT,HEAD,HEAD,Head 5.0 Sagittal,1026
CT,CT Abdomen and pelvis,,Scout,1026
CT,CT Spine Cervical,C_SPINE,2,1026
CT,CT Sinuses,,CORONAL SINUSES,1026
CT,CT Shoulder Lt,UPPER_EXT,1.0 Sft Tissue Volume,1026
CT,CHEST ABDO,,Axial Chest/Abdo,1025
CT,CT Chest High Resolution,CHEST,"Expiration, iDose (4)",1024
CT,Chest/Abdo/Pelvis,CHEST_ABDO_PELVI,3 Ab/Pel/PortVen CE,1024
CT,CT Spine cervical,HEAD,Head  1.0  J70h  3,1024
CT,HRCT,HRCT,4.0 Body Non Contra/Chest/Sagittal Std. Volume,1024
CT,CT Thorax and abdomen with contrast,CHEST_ABDO,5 Venous/Phase CE,1022
CT,CT Thorax abdomen pelvis with contrast,CAP,5   PORT_VEN/Phase CE,1021
CT,CT Abdomen With Contrast,ABDOMEN,Topogram  0.6  T20f,1021
CT,Head^Head_Seq_BGH (Adult),HEAD,HeadSeq  4.0  J40s  3,1021
CT,CT Thorax and abdomen with contrast,,1.25mm C.A.P DMPR,1020
CT,CT Renal With Contrast,,Scout,1020
CT,CT Head,,Recon 3: 2.5MM AXIAL,1019
CT,Colonography,COLONOGRAPHY,2.0   Sharp,1019
CT,CT Abdomen & pelvis wi,,0.625mm ABDO PELVIS,1019
CT,CT Urinary tract,ABDO_PELVIS,2,1018
CT,Thorax^ChestAbdo_SAFIRE_LCAD (Adult),ABDOMEN,Abdo  1.5  I26f  3,1018
CT,CT Sinuses,SINUSES,3.0 Bone Volume Coronal,1018
CT,CT Thorax abdomen and pelvis,CHEST_ABDO_PELVI,5 PORTAL VEN CE,1018
CT,CT CHEST/ABDO/PELV + C,CT CHEST_ABDO_PE,5.0 Body CHEST/ARTERIAL CE Std. Axial,1018
CT,CT Neck,,Patient Protocol,1018
CT,CT Neck/Thorax/Abdo/Pelvis With Contrast,,Patient Protocol,1017
CT,Chest/Abdo/Pelvis,CHEST_ABDO_PELVI,1.0 Body Volume Venous/Phase CE,1016
CT,CT Guided biopsy lung,,HELICAL 5MM,1016
CT,KUB,,Scouts,1015
CT,CT Chest high resolution,,Exam Summary,1015
CT,CT CHEST/ABDO/PELV + C,CT CHEST_ABDO_PE,5.0 Body CHEST/ARTERIAL/Coronal CE Std. Volume,1015
CT,CT Colonoscopy virtual,,PNEUMOCOLON PRONE,1014
CT,HEAD,,Recon 3: 0.625mm head,1014
CT,CT Chest high resolution,,Recon 2: HRCT CHEST INSP,1014
CT,Abdomen^1_KUB (Adult),ABDOMEN,AbdRoutine  2.0  B20f,1014
CT,CT Chest/Abdo With Contrast,CHEST,Thorax/Abdo 65  1.5  I30f  3,1014
CT,CT Abdomen With Cont,ABDOMEN,Topogram,1013
CT,CT Thorax & abdo & pelvis with contrast,,Patient Protocol,1013
CT,Abdomen^Ayr_Abdo_Pel_JPC (Adult),ABDOMEN,Abdo/pel VEN  1.0  3D,1012
CT,C/A/P,,Scout,1012
CT,Chest/Abdo,CHEST_ABDO,Body 1.0 Port Ven/Chest/Ab CE,1010
CT,CT Neck with contrast,,Scout,1009
CT,CT Colonoscopy virtual,ABDOMEN,5  Prone/Colon  CE,1009
CT,CT Cardiac Angiogram Coronary,HEART,Vessel Analysis - Processed Images,1009
CT,,CHEST_ABDO,5 CE,1008
CT,CT Colon,COLONOGRAPHY,1.0 Body 65s/Colon Std. Volume CE,1008
CT,CT Thorax,,1.25mm Chest/abdo,1007
CT,CT Spine cervical,HEAD,Topogram  0.6  T20f,1006
CT,CT Chest With Contrast,NECK,Neck  1.0  B20f,1006
CT,CT Angiogram Pulmonary,CHEST,"1mm ST, iDose (4)",1004
CT,CT Colonoscopy virtual,,2,1004
CT,CT Head,HEAD,5.0 Head  Brain  Axial,1004
CT,CT Sinuses,,2,1004
CT,CT Head,,0.625mm  Bone,1003
CT,CHEST/ABDO,CHEST_ABDO,Body 1.0 PORTAL VEN CE,1003
CT,HRCT,HRCT,1.0 Lung Non Contra/Chest Sharp,1003
CT,CT Temporal bones,,SCOUT,1002
CT,CT CHEST/ABDO/PELV + C,CT CHEST_ABDO_PE,2.0    Sharp,1002
CT,CT Thorax and abdomen with contrast,CHEST_ABDO,5 PORTAL VEN CE,1002
CT,CT,HEAD,Head  1.0,1002
CT,CT Head With Contrast,,1.25mm Brain,1001
CT,CT Abdomen/Pelvis With Contrast,ABDOMEN,Body 1.0 Venous/Phase CE,1001
CT,Abdomen^1_CTUrography (Adult),,Patient Protocol,1000
CT,Abdomen^01Abdo-Pelvis_VOL,,Patient Protocol,1000
CT,CT KUB (Urinary tract),ABDOMEN,KUB  1.0  3D,1000
CT,CT Abdomen With Contrast,ABDOMEN,Body 1.0,1000
CT,CTPA,CTPA,1.0 CTA CTA/Pulmonary Body CE,999
CT,CT urinary tract with contrast,ABDOMEN,1.0 Body 100s Delay Std. Volume CE Vol,999
CT,CT Head,HEAD,4,998
CT,CT Abdomen  pelvis with contrast,ABDOMEN,AbdRoutine  1.0  I30s  3,998
CT,CTPA,CTPA,2.0  Smooth,998
CT,Thorax^ChestLiverStaging (Adult),ABDOMEN,PV Liver  5.0,998
CT,CT Chest,CHEST,"Lung, iDose (3)",998
CT,CT Chest high resolution,CHEST,Lung 1.0,997
CT,CT Head,BRAIN,KEY_IMAGES,997
CT,CT Chest and abdomen,,Bone Plus ( Hi Res Lungs),997
CT,CT Spine cervical,,Patient Protocol,994
CT,CT urinary tract with,,Dose Report,994
CT,CHEST/ABDO/PELVIS,,Abdo/Pelvis 1.25mm,993
CT,Abdomen^AbdomenContrast (Adult),ABDOMEN,Abdomen  2 mm,992
CT,CT Thorax and abdomen with contrast,,5  60s/Delay  CE,990
CT,CT Urinary tract,,2,989
CT,CT Chest High Resoluti,,Scouts,989
CT,CT Neck thorax abdomen,,SCOUT,988
CT,CT Head and Neck,,Dose Report,988
CT,CT Enterography,ABDOMEN,2.0   Sharp  Scano,986
CT,SINUSES,,Scout,986
CT,CT Angiogram Lower Limbs,PERIPHERAL,1.0 CTA Body CTA CE,985
CT,Thorax^2_Thorax_Contrast_SAFIRE (Adult),CHEST,Topogram  0.6  T20f,984
CT,CT Head,,COR 3mm,983
CT,CT Angiogram Aorta,,Patient Protocol,983
CT,CT Head,CT HEAD,Head 0.5,983
CT,CT Chest High Resoluti,,HRCT,983
CT,CT Angiogram Aorta,,Dose Report,982
CT,CT Chest With Contrast,,Lung,982
CT,CT Head,,Axial 2.5/3.75mm,982
CT,CT Colonoscopy virtual,ABDOMEN,Colo_Supine  1.0  I30s  3,982
CT,Chest,CHEST,2.0   Sharp,981
CT,CT Abdomen and pelvis with contrast,ABDOMEN,KEY_IMAGES,980
CT,KUB,KUB,",2.0,Sharp,,Scano,",979
CT,CT Abdomen  pelvis,,Patient Protocol,978
CT,CT Thorax & abdomen with contrast,,KEY_IMAGES,978
CT,CT Chest/Abdo/Pelvis/ With Contrast,CHEST_ABDO_PELV,10.0 Body Axial Arterial  /Phase CE,977
CT,HEAD,HEAD,",5,,,,",977
CT,CT Colonoscopy virtual,ABDOMEN,2.0    CE,977
CT,NM Brain HMPAO (Ceretec) Brain Scan,HEAD,AC  Brain  3.0  H08s,976
CT,CT Sinuses,,SINUSES 3MM CORONALS,975
CT,ABDO_PELVIS,ABDO_PELVIS,2,975
CT,HRCT,,Scout PRONE,975
CT,CT Abdomen and pelvis,ABDOMEN_PELVIS,Body 1.0 PORTAL VEN CE,973
CT,CT Angiogram Intracranial,,Scout,973
CT,Thorax^DynChest_Abdomen (Adult),CHEST,Thorax  1.5  I31f  3,973
CT,CT Spine cervical,HEAD,Head  1.0  J30s  3,973
CT,CT Angiogram Pulmonary,CHEST,2,972
CT,CT Pelvis,PELVIS,2,972
CT,CT Facial Bones,,Scout,972
CT,CT Head with contrast,HEAD,Head  1.0  H31s,972
CT,Abdomen^AbdomenRoutineBGH (Adult),,Patient Protocol,970
CT,Thorax^Ayr_CAP_Split_AR_Venous (Adult),CHEST,Chest Ven  5.0 3D,970
CT,CT Chest With Contrast,CHEST,KEY_IMAGES,970
CT,CT Colonoscopy (Virtual),COLON,1.0 Body Volume Supine/Venous CE,966
CT,CT Neck/Thorax/Abdo/Pelvis With Contrast,,Scouts,966
CT,CT Urogram,ABDOMEN,KEY_IMAGES,966
CT,CT Cardiac Angiogram Coronary,HEART,Topogram  0.6  T20f,965
CT,CT Guided biopsy lung,ABDOMEN,Body 1.0,964
CT,CT Pancreas With Contrast,,Dose Report,963
CT,Thorax^QM_Thorax_NonC_SAFIRE (Adult),CHEST,Thorax  1.0  I31f  3,963
CT,CT Abdomen  pelvis with contrast,ABDOMEN,Abdo/Pel  1.0  I30f  3,962
CT,CT Head,CT HEAD,Head 5.0,962
CT,Abdomen/Pelvis,ABDOMEN_PELVIS,5 Port Ven/Ab/Pel,960
CT,CT Head,,AXIAL HEAD,959
CT,CT Colonoscopy (Virtual),,Supine Abdo/Pelvis,959
CT,Chest/Abdo/Pelvis,CHEST_ABDO_PELVI,Body 1.0 Chest/Arterial CE,959
CT,CT Colon,ABDOMEN,5  Prone/Abdomen/Pe  CE,957
CT,CT Thorax,CHEST,",,SUMMARY,,Port-Ven",956
CT,Chest/Abdo/Pelvis,CHEST_ABDO_PELVI,1.0 Body Volume Arterial /Phase CE,955
CT,CT Thorax & abdomen with contrast,,/Body/Smooth/1.0/60 DELAY/CE,955
CT,,,Dose Report,955
CT,CT Thorax,CHEST,Body 1.0 NON CONTRA,955
CT,CT Shoulder Rt,UPPER_EXT,2,955
CT,CT Chest high resolution,,HRCT CHEST INSP,952
CT,CT Head With Contrast,HEAD,2,952
CT,CT Abdomen  pelvis with contrast,,,951
CT,CT Angiogram aorta,,Scout,951
CT,CT Chest,CHEST,Thorax  1.0  I40f  3,950
CT,KUB,KUB,5.0 Body Non Contra/Ab/Pel/Sagittal Std. Volume CE,950
CT,Abdomen^AbdoPelvisDP (Adult),ABDOMEN,Art Abdo  5.0,950
CT,CT KUB (Urinary tract),ABDOMEN,Topogram,949
CT,Thorax^CAP1phaseNW (Adult),CHEST,CAP  1.5  B30f,949
CT,CT Colonoscopy virtual,ABDOMEN,1.0 Body Port Ven/Colon Std. Volume CE Vol,948
CT,ABDOMEN,ABDOMEN,5  Prone/Abdomen/Pe  CE,948
CT,Thorax^2_ChestAbdomen (Adult),CHEST,Chest  2.0  B20f,948
CT,CT Angiogram Lower Limbs,PERIPHERAL,2 CE,947
CT,CT KUB (Urinary tract),,Scout,946
CT,HEAD,HEAD,Bone 0.5,946
CT,Neck^NeckThoraxAbdoBOLUS (Adult),CHEST,Thorax  1.5,945
CT,HRCT,HRCT,7,944
CT,CT Angio TAVI Work-up,,Timing Bolus,942
CT,CT Guided biopsy lung,,Dose Report,942
CT,CT Abdomen With Contrast,ABDOMEN,5   Venous/Phase CE,942
CT,CT Liver With Contrast,CHEST_ABDO,Body 1.0 CE,941
CT,CT Head With Contrast,,2.5mm HEAD,940
CT,CT Neck/Thorax/Abdo/Pelvis With Contrast,,Neck Chest Abdo Pelvis 1.25mm,940
CT,Chest,CHEST,3.0 Body Axial,939
CT,PET FDG Whole body,,Dose Report,939
CT,CHEST/ABDO,,Scouts,938
CT,CT Thorax & abdo & pel,,COR 3mm,938
CT,CT Chest high resolution,,//Sharp/2.0//,937
CT,CT Thorax and abdomen with contrast,CHEST_ABDO,1.0 Body Std. Volume Port_Ven/Phase CE,936
CT,Head^HeadSequence (Adult),HEAD,BaseSeq  4.5  H31s,935
CT,CHEST/ABDO/PELVIS,,Lung,934
CT,CT Thorax with contras,,SCOUT,934
CT,Thorax^Ayr_CAP_Split_SC_Art_Venous (Adult),CHEST,Topogram,934
CT,CT Guided ablation,,1.25 ABDO/PELVIS,933
CT,Colonography,COLONOGRAPHY,5.0 Body Prone/Colon/Coronal Std. Volume CE,932
CT,Cardiac^Retrospective_Cardiac (Adult),HEART,Topogram  0.6  T20f,931
CT,CT Abdomen/Pelvis With Contrast,ABDOMEN,Abdomen  1.5,931
CT,CT Abdomen and pelvis with contrast,,5 CE,931
CT,Abdomen^Ayr_KUB (Adult),ABDOMEN,KUB  1.0  3D,930
CT,KUB,KUB,5.0 Body Non Contra/Ab/Pel/Coronal Std. Volume CE,930
CT,CT Chest With Contrast,CHEST,Body 1.0 CE,929
CT,NM Brain HMPAO (Ceretec) Brain Scan,HEAD,Brain  5.0  H31s,929
CT,,CHEST_ABDO_PELV,5 CE,929
CT,CT Abdomen & pelvis with contrast,,/Body/Smooth/1.0/PORTVEN/CE,928
CT,CT KUB,,,928
CT,CT Cardiac Angiogram Coronary,HEART,Lung 1.0  B50f  70%,928
CT,CT HEAD,,2.5mm head,927
CT,Thorax^Ayr_CAP_Split_AR_Venous (Adult),CHEST,Chest Ven  5.0,927
CT,CT Pc cryotherapy tumour Abl kidney Rt,,1.25mm DMPR ON,927
CT,CT Neck/Thorax/Abdo/Pelvis With Contrast,CHEST,Thorax  1.5,927
CT,CT Head,,BRAIN AXIAL 0.6MM,927
CT,CT Urogram,,Delayed 1.0 Body Volume Delayed /Phase CE,926
CT,Abdomen^kub (Adult),,Patient Protocol,926
CT,CT Urogram,,#PP  TB_Urogram  1.5  Q30f  3 Virtual Unenhanced Nonc#0 (Auto),926
CT,CT CHEST/ABDO/PELV + C,CT CHEST_ABDO_PE,5.0 Body ABDOMEN/PORTAL VEN/Coronal CE Std. Volume,925
CT,CT Angiogram pulmonary,,AXIAL MIP 5MM,924
CT,CARDIAC,CARDIAC,1 CE,923
CT,CT Chest high resolution,,HRCT 0.6MM,923
CT,CT Pancreas with contr,,SCOUT,923
CT,CT Chest/Abdo/Pelvis,CHEST_ABDO_PELVI,KEY_IMAGES,920
CT,CT Chest/Abdo/Pelvis/ With Contrast,CHEST_ABDO_PELV,1.0 Lung Volume Arterial  /Phase CE,919
CT,CT Thorax & abdomen wi,,AXIAL 5mm,919
CT,PET OTH,,Dose Report,918
CT,PNEUMOCOLON,,Prone Scout,916
CT,CT Chest,,Bone Plus ( Hi Res Lungs),916
CT,CT Angiogram Pulmonary,CTPA,2  CTA CE,915
CT,PET OTH,,CTAC 3.75 Thick,914
CT,CT,HEAD,Topogram  0.6,914
CT,Lower Extremity,LOWER EXTREMITY,1.0 Sft Tissue Volume,914
CT,KUB,KUB,5  Non Contra/Ab/Pel  CE,913
CT,CT Colonoscopy virtual,,1.0 Body Port Ven/Colon Std. Volume CE Vol,913
CT,CT Head,HEAD,Head 5.0 Sagittal,913
CT,NM MPS Tf stress,,Patient Protocol,912
CT,CT Colonoscopy virtual,ABDOMEN,1.0 Body Std. Volume Supine CE,912
CT,CT Renal Both,,2,911
CT,Abdomen^2_Pancreas_SAFIRE (Adult),ABDOMEN,Portal Venous Lung 1.0  I70f  3,910
CT,COLONOGRAPHY,COLONOGRAPHY,",1.0,Std. Volume,Body,Vol,CE",910
CT,CT Angio aortic arch and carotid Both,,KEY_IMAGES,909
CT,CT Thorax & abdo & pel,,CT Chest2 Sag 5 Avg,909
CT,CTPA,,PULMONARY ANGIO,909
CT,CT Chest/Abdo/Pelvis,CHEST_ABDO_PELVI,5.0 Body Venous/Phase Std. Axial CE,909
CT,PNEUMOCOLON,,Scout,908
CT,CT Thorax abdomen and pelvis,CHEST_ABDO_PELVI,5 Venous/Phase CE,907
CT,CT Urinary tract,ABDOMEN,KEY_IMAGES,905
CT,CT Chest,,Venous Chest/Liver,905
CT,CT Chest and abdomen,,Patient Protocol,904
CT,Pelvis^1_BonyPelvis (Adult),PELVIS,Pelvis  1.0  B20f,904
CT,CT Abdomen and Pelvis,,PV Abdo/ Pelvis,903
CT,Thorax^HRCTspiral (Adult),CHEST,LungHR  1.0,903
CT,COLON,,Dose Report,903
CT,CT Abdomen/Pelvis With Contrast,ABDOMEN,"2MM ST, iDose (3)",902
CT,CT Chest/Abdo/Pelvis/,,Chest,902
CT,CT Thorax,CHEST,",Body,Vol.,CTA,",902
CT,CHEST/ABDO,,Chest 1.25mm,901
CT,CT Multi Area,,Exam Summary,900
CT,CT Abdomen & pelvis wi,,COR 3mm,899
CT,Head^2_SinusVol (Adult),,Patient Protocol,899
CT,,CHEST_ABDO,1.0 Lung Arterial CE,898
CT,Abdomen^Ayr_Abdo_Pel_JPC (Adult),,Patient Protocol,896
CT,Neck^Dyn_Neck (Adult),NECK,Neck  1.0  B60f,896
CT,Head,HEAD,Head 4.0,896
CT,CT Guided biopsy abdomen,ABDOMEN,Sft Tissue 3.0 CE,895
CT,CT Urogram,ABDOMEN_PELVIS,2.0   Sharp,895
CT,CT Chest High Resolution,CHEST,Thorax  1.0  I40f  3,894
CT,CT Colonoscopy (Virtua,,Supine Scouts,894
CT,CT Abdomen & pelvis wi,,SAG 3mm,893
CT,CHEST/ABDO/PELVIS,CHEST_ABDO_PELVI,Body 5.0 ARTERIAL/Coronal CE,893
CT,Thorax^Thorax_No_IV_BGH (Adult),CHEST,Thorax  1.0  I40f  3,893
CT,Upper Extremity,UPPER EXTREMITY,1.0 Bone Volume,892
CT,CT Head with contrast,HEAD,Head  1.0  J70h  3,892
CT,CHEST,,Scouts,892
CT,CHEST_ABDO,CHEST_ABDO,1.0 Body Volume Venous/Phase CE,891
CT,CT Head,BRAIN,"Parenchyma 1s, iDose (1)",891
CT,CT Chest/Abdo,ABDOMEN,"2MM Lung, iDose (3)",891
CT,Abdomen^AbdoPelvisNoBT (Adult),,Patient Protocol,891
CT,CT Neck With Contrast,CHEST,Thorax  1.5  I31f  3,890
CT,CT Urogram,ABDOMEN,Topogram  0.6,890
CT,,,2,889
CT,Thorax^TAPRoutineBGH (Adult),ABDOMEN,AbdRoutine  2.0  B10f,889
CT,CT Abdomen/Pelvis With Contrast,ABDOMEN,3 CE,889
CT,CT Sinuses,HEAD,2.0   Sharp  Scano,888
CT,CT Abdomen With Contrast,ABDOMEN,1.0 Body AIDR Strong Venous/Phase CE,887
CT,CTPA,CTPA,3.0 CTA CTA/Pulmonary/Sagittal Body CE,886
CT,CT Guided Biopsy,,Patient Protocol,886
CT,Head,HEAD,0.5 Head  Brain,886
CT,CT Head With/Without Contrast,,Scout,885
CT,CTPA,,Scouts,885
CT,CHEST_ABDO,CHEST_ABDO,10.0 Body Axial Arterial  /Phase CE,884
CT,CT Thorax & abdomen wi,,SCOUTS,884
CT,CT Mastoid Both,HEAD,1,884
CT,CT Renal,,Non Contrast SS 40,883
CT,CT Guided biopsy thorax,ABDOMEN,Sft Tissue 3.0,882
CT,SINUSES,,Thin Bone,882
CT,Thorax^ThoraxAbdoPelvis (Adult),CHEST,Topogram,882
